source,target
366,12572
366,12692
366,12774
366,12770
366,12696
366,11976
366,11980
366,12705
366,4617
366,12686
366,12690
366,12698
366,12694
366,11977
366,11978
366,349
366,9653
366,12
366,12540
366,11974
366,11983
366,11984
366,12555
366,365
366,12679
366,12677
366,372
366,12566
366,12985
366,12986
366,12987
366,12988
366,12833
366,13047
366,13048
366,13049
367,368
367,5411
367,9770
367,9671
367,10144
367,10058
367,10150
367,11103
367,13511
367,17907
367,87379
367,122414
367,196370
367,255064
367,569065
368,13334
368,13339
368,13408
368,13407
368,13338
368,13409
368,13336
368,9536
368,4579
368,13113
368,12839
368,13509
368,13420
368,12835
368,6072
368,13418
368,9065
368,10004
368,13510
368,13428
368,13411
368,13512
368,7831
368,13327
368,13413
368,13506
368,7152
368,13329
368,13340
368,7532
368,13328
368,6899
368,8062
368,13412
368,13543
368,5126
368,13417
368,12799
368,4280
368,7154
368,4293
368,13414
368,13421
368,13419
368,13505
368,367
368,13513
368,13515
368,13511
368,13326
368,13507
368,13508
368,13514
368,13410
368,4223
368,10388
368,9671
368,13431
368,13541
368,13406
368,13330
368,7839
368,12
368,9903
368,13331
368,14289
368,15350
368,15351
368,3602
368,3682
368,15352
368,15353
368,15354
369,315
369,373
369,2254
369,3425
369,3208
369,4256
369,4156
369,6845
369,7314
369,7404
369,7318
369,7319
369,7590
369,7605
369,7920
369,8885
369,9232
369,9423
369,9937
369,9951
369,9884
369,9970
369,10296
369,10287
369,10092
369,11014
369,11220
369,11483
369,11485
369,13429
369,13443
369,13594
369,13653
369,13772
369,13599
369,13765
369,17778
369,18131
369,19503
369,19526
369,19527
369,74899
369,76760
369,76751
369,78128
369,78576
369,84393
369,97231
369,97746
369,98477
369,103171
369,105386
369,105421
369,108943
369,111063
369,115508
369,116389
369,120601
369,125212
369,132057
369,138811
369,139653
369,151347
369,151672
369,151290
369,155150
369,177821
369,183846
369,194257
369,285476
369,291776
369,294471
369,571285
369,586753
369,697718
369,748045
370,318
370,378
370,339
370,310
370,408
370,15929
370,5004
370,5259
370,15837
370,15831
370,15841
370,15991
370,10463
370,4627
370,4287
370,15714
370,15713
370,4384
370,15990
370,15927
370,15878
370,227
370,15715
370,7319
370,15716
370,4078
370,7322
370,11105
370,15876
370,15875
370,10153
370,12
370,330
370,10949
370,15930
370,5341
370,10328
370,5557
370,13085
370,15922
370,15836
370,5257
370,15835
370,312
370,2456
370,15915
370,5073
370,17235
370,17236
370,5247
370,17237
370,13429
370,6921
370,17238
370,17239
370,17240
370,17241
370,5547
371,350
371,5879
371,17821
371,7710
371,17811
371,17900
371,18129
371,5056
371,18128
371,17820
371,17907
371,6540
371,18131
371,18126
371,18130
371,17799
371,17823
371,4634
371,17899
371,17903
371,17822
371,17807
371,17816
371,382
371,17909
371,14
371,17905
371,17913
371,17804
371,364
371,18127
371,18124
371,18132
371,18125
371,17901
371,12
371,13330
371,9
371,373
371,17908
371,17912
371,8130
371,3290
371,18220
371,18221
371,18222
372,366
372,18186
372,18363
372,18365
372,18378
372,18381
372,18369
372,18557
372,18373
372,18561
372,18563
372,18555
372,18556
372,18569
372,117601
372,640776
372,1480450
373,350
373,371
373,19047
373,19042
373,15716
373,19049
373,7312
373,19051
373,19046
373,19531
373,17277
373,18855
373,19501
373,10096
373,19048
373,7605
373,9587
373,19052
373,19245
373,19532
373,19249
373,4156
373,9235
373,19043
373,10605
373,203
373,19373
373,5304
373,18919
373,19496
373,19503
373,9808
373,19530
373,19250
373,10059
373,19495
373,17130
373,7734
373,13551
373,19398
373,19404
373,19384
373,10455
373,19260
373,19259
373,19262
373,18922
373,19266
373,11606
373,19529
373,18924
373,18921
373,8689
373,9894
373,19253
373,19493
373,19401
373,19502
373,19526
373,12498
373,19391
373,5343
373,19247
373,3665
373,12
373,7844
373,8481
373,19527
373,18125
373,19497
373,382
373,19499
373,19500
373,19528
373,19407
373,14
373,19381
373,369
373,18923
373,19406
373,18920
373,19045
373,13594
373,19387
373,19263
373,19494
373,13593
373,18925
373,19379
373,9892
373,19257
373,7710
373,19376
373,4288
373,19498
373,9
373,19533
373,18129
373,5056
373,5805
373,9981
373,17283
373,20006
373,20007
373,20008
373,18221
373,20009
373,20010
373,6758
373,20011
373,9407
373,4153
373,20012
373,12730
373,7920
374,334
374,351
374,212
374,4636
374,3678
374,20268
374,8191
374,6049
374,4350
374,361
374,8197
374,12
374,5562
374,9531
374,19406
374,8329
374,9473
374,3458
374,9419
374,8321
374,20269
374,8322
374,12871
374,20883
375,20993
375,21096
376,1934
376,27998
376,44711
376,106611
376,131987
376,135167
378,231
378,8668
378,6315
378,6941
378,8799
378,7610
378,8363
378,370
378,8664
378,8567
378,8357
378,6864
378,8381
378,8565
378,8373
378,8219
378,8570
378,8376
378,8552
378,4633
378,8926
378,8666
378,194
378,8915
378,9024
378,9023
378,5942
378,8190
378,5257
378,8196
378,8379
378,2456
378,8918
378,4627
378,9018
378,7526
378,3503
378,8541
378,4246
378,8922
378,8925
378,8923
378,4257
378,9257
378,5247
378,9258
378,9259
380,10541
380,150940
380,214955
380,215052
381,343
381,10314
381,11011
381,8995
381,10829
381,11167
381,10453
381,4917
381,10451
381,10448
381,11009
381,7952
381,11168
381,11108
381,11106
381,11012
381,5121
381,1120
381,10826
381,11016
381,10828
381,11107
381,11100
381,4767
381,11015
381,11014
381,5217
381,11105
381,11104
381,5562
381,11101
381,10555
381,11109
381,5414
381,11111
381,11110
381,6970
381,11010
381,10617
381,10832
381,11170
381,5544
381,7881
381,5583
381,3425
381,11008
381,10389
381,11854
381,11855
381,11856
381,383
381,11857
381,11858
381,5404
381,11859
381,9683
381,11860
381,11861
382,371
382,373
382,4278
382,5237
382,6485
382,9282
382,8896
382,9535
382,9653
382,13507
382,45892
382,77718
382,83489
382,95142
382,101951
382,104394
382,104743
382,115700
382,115558
382,144600
382,148304
382,150917
382,160173
382,160233
382,188619
382,219309
382,392258
382,407704
382,449846
382,496937
382,592387
382,613224
382,642109
382,670921
382,682698
382,726318
382,838675
382,919714
382,948152
382,953139
382,1158867
382,1245674
382,1544962
383,12879
383,3676
383,12915
383,12918
383,12921
383,12874
383,6073
383,12275
383,12402
383,12403
383,12801
383,12803
383,12277
383,12173
383,7954
383,12386
383,12396
383,4374
383,12407
383,12383
383,12374
383,12265
383,11170
383,12278
383,12171
383,12279
383,12274
383,12273
383,12399
383,12153
383,12264
383,4767
383,12543
383,12234
383,12166
383,12169
383,12156
383,12159
383,12556
383,12272
383,12872
383,12804
383,3597
383,12269
383,12564
383,12537
383,12271
383,12533
383,12531
383,12928
383,12876
383,12367
383,12371
383,12389
383,12535
383,12382
383,12268
383,12162
383,12802
383,8856
383,4286
383,12807
383,12805
383,12799
383,12877
383,6066
383,4581
383,12561
383,3683
383,10171
383,11105
383,12792
383,5487
383,9038
383,12164
383,9076
383,6465
383,5411
383,11102
383,12808
383,12541
383,5341
383,13297
383,13298
383,10838
383,13299
383,13300
383,13301
383,13302
383,13303
383,12616
383,13304
383,12547
383,13305
383,13306
383,13307
383,13308
383,13309
383,13310
383,13311
383,11138
383,4153
383,13371
383,13373
383,3689
383,13375
383,13376
383,13378
383,13380
383,13382
383,13383
383,4228
383,10092
383,13385
383,1501
383,13386
383,13387
383,13388
383,13389
383,13390
383,13434
383,13435
383,13437
383,13438
383,12498
383,13441
383,13443
383,13445
383,13447
383,13449
383,13450
383,12189
383,13452
383,10463
383,13454
383,13456
383,13458
384,5494
384,7844
384,9588
384,10557
384,10729
384,96658
384,112674
384,122908
384,467124
385,108157
385,700277
386,357
386,346
386,3055
386,3208
386,5254
386,5471
386,6695
386,6701
386,8190
386,8999
386,9280
386,9968
386,10220
386,10209
386,10089
386,10213
386,10383
386,10288
386,10214
386,10290
386,10385
386,10301
386,10447
386,10554
386,10440
386,10375
386,10376
386,11345
386,11170
386,12068
386,77884
386,78028
386,84393
386,84564
386,97808
386,102323
386,105633
386,112633
386,147896
386,158970
386,163922
386,165493
386,221010
386,970494
387,5215
387,7862
387,7955
387,9667
387,11104
387,44601
387,46188
387,96492
387,105171
387,120442
387,127640
387,168431
387,173886
387,185826
387,309939
387,614651
388,30727
388,30729
388,124317
388,155842
388,206932
388,218697
388,244513
388,287110
388,333312
388,339050
388,341211
388,362926
388,418497
388,529102
388,535850
388,537161
388,564335
388,615361
388,638260
388,671247
388,684801
388,717576
388,813225
388,835042
388,897362
388,908712
388,908714
388,1066982
388,1312435
389,370128
389,488964
390,13
390,81992
390,109960
390,198922
390,307652
390,422912
390,464387
390,524129
390,583941
390,674935
390,894458
390,1049742
390,1131689
390,1137018
390,1509989
390,1582706
391,13
391,362
391,408
391,14890
391,8057
391,10146
391,7965
391,14891
392,13
392,8885
392,9160
392,8749
392,8866
392,9189
392,9159
392,9092
392,9147
392,9148
392,9149
392,8744
392,5026
392,9146
392,9166
392,8743
392,8996
392,329
392,8876
392,9158
392,9155
392,7433
392,8988
392,9154
392,8892
392,9190
392,9162
392,9152
392,4094
392,8747
392,9091
392,8869
392,8987
392,8736
392,8871
392,8874
392,8990
392,401
392,7490
392,8745
392,9192
392,8592
392,9090
392,9163
392,7748
392,8741
392,8884
392,9157
392,411
392,8748
392,8894
392,8994
392,7396
392,9082
392,6053
392,9088
392,8746
392,8888
392,9000
392,8896
392,8993
392,8731
392,9161
392,8886
392,4374
392,9084
392,8856
392,8742
392,9156
392,5499
392,6500
392,7881
392,6971
392,8890
392,5546
392,9089
392,9093
392,9003
392,9002
392,8881
392,9074
392,9087
392,398
392,9001
392,8995
392,8992
392,8991
392,8998
392,9086
392,9077
392,7394
392,9188
392,8801
392,9004
392,8989
392,9019
392,6860
392,9625
392,8213
392,9678
392,3674
392,9679
392,9680
392,9681
392,9682
392,9683
392,9684
393,13
393,405
393,9500
393,11808
393,11801
393,12034
393,12442
393,12338
393,12662
393,12663
393,13834
393,54753
393,59337
393,61580
393,199193
393,199195
393,199500
393,199240
393,199244
393,203715
393,215309
393,229083
393,231502
393,232539
393,235329
393,235474
393,238163
393,413257
393,548151
393,590396
393,650571
393,669498
393,848050
393,973671
393,1148971
393,1259928
393,1318787
394,13
394,357
394,9887
394,9885
394,9881
394,9896
394,9895
394,9894
394,408
394,9877
394,9890
394,9893
394,9883
394,9897
394,9888
394,9892
394,9891
394,9879
394,7605
394,9987
394,9988
394,9990
394,10055
394,7850
394,10056
394,10057
394,10058
394,7859
394,10059
394,10060
394,10061
394,10062
395,13
395,335
395,3384
395,6043
395,7731
395,7845
395,9086
395,9280
395,11191
395,13276
395,20012
395,60598
395,97187
395,98343
395,115823
395,140776
395,159316
395,165211
395,178647
395,222414
395,224288
395,328760
395,811956
395,854770
395,857372
395,877112
395,1027747
396,13
396,10239
396,10253
396,7608
396,10238
396,9212
396,10249
396,10242
396,10245
396,10247
396,10251
396,10244
396,409
396,10465
396,10467
396,5589
396,10469
396,10472
396,10475
396,10476
396,10550
397,13
397,10683
397,10689
397,412
397,10697
397,10681
397,10688
397,10695
397,413
397,10691
397,10699
397,10677
397,10799
397,10800
397,10801
397,10802
398,13
398,392
398,411
398,10988
398,10991
398,10986
398,10987
398,10993
398,10992
398,401
398,11112
398,11113
398,11114
398,6500
398,11115
398,11116
399,13
399,11224
399,11208
399,11213
399,11216
399,11217
399,11212
399,11221
399,11225
399,11228
399,11215
399,11219
399,11230
399,11207
399,11222
399,11206
399,11211
399,11227
399,11210
399,11771
399,11798
399,11799
399,11800
399,11801
399,11802
399,11803
399,9675
399,11804
399,11806
399,11808
399,11810
399,11812
399,11814
400,13
400,407
400,12023
400,12024
400,12025
400,12026
400,12027
400,12028
400,12029
400,12030
400,12031
400,11224
400,405
400,12032
400,12033
400,12034
400,12035
400,12036
400,12037
400,12038
400,414
400,12087
400,12090
400,12092
400,12095
400,12098
400,12101
400,12104
400,12106
400,12108
400,12110
400,12111
400,12113
400,12115
400,12117
400,12119
400,12121
400,12122
400,12123
400,12124
400,12125
400,12228
400,12229
400,12230
400,393
400,12231
400,9500
400,12232
400,12233
400,12234
400,12235
400,12236
400,12237
400,12238
400,12239
400,12240
400,12241
400,12242
400,12243
400,12244
400,12245
400,12336
400,12337
400,12338
400,12339
400,12341
400,9704
400,12342
400,12343
400,12344
400,12345
400,12346
400,12347
400,12348
400,12349
400,12351
400,12352
400,9675
400,12355
400,12356
400,12357
400,12426
400,12435
400,12436
400,12438
400,12440
400,12442
400,12444
400,12445
400,12448
400,12450
400,12452
400,12455
400,12457
400,12460
400,12463
400,12464
400,12466
400,12469
400,12471
400,12473
400,12605
400,12607
400,12609
400,12611
400,12614
400,12617
400,12619
400,12621
400,12624
400,12627
400,12630
400,12632
400,12634
400,12635
400,12637
400,12639
400,12641
400,12642
400,12643
400,12662
400,12663
400,12664
400,12665
400,12666
400,12667
400,12668
400,12669
401,13
401,392
401,398
401,411
401,6053
401,7194
401,8456
401,9152
401,9158
401,9090
401,10230
401,10868
401,11107
401,66076
401,79019
401,149636
401,160812
401,167691
401,186858
401,186850
401,186853
401,198426
401,319537
401,401073
401,466210
401,838575
401,892137
402,13
402,12913
402,12911
402,12906
402,12908
402,12905
402,11465
402,12916
403,13
403,404
403,4252
403,11104
403,13037
403,13082
403,13083
403,13044
403,13089
403,13035
403,13081
403,13359
403,117401
403,249556
404,13
404,403
404,13361
404,13363
404,13031
404,4083
404,9861
404,13025
404,11191
404,5413
404,13044
404,13033
404,227
404,13428
404,13035
404,8343
404,13429
404,13016
404,13362
404,13277
404,13282
404,7199
404,13360
404,13281
404,13355
404,11183
404,10171
404,13364
404,7146
404,13085
404,213
404,11104
404,13082
404,13358
404,12807
404,13357
404,13083
404,4286
404,13431
404,13280
404,5243
404,13278
404,13356
404,4285
404,13359
404,13279
404,13652
404,13653
404,3203
404,7691
404,13654
405,13
405,407
405,13748
405,13961
405,14093
405,13836
405,14190
405,9266
405,12232
405,13963
405,12233
405,9938
405,14191
405,13851
405,13966
405,11224
405,13944
405,414
405,13946
405,14083
405,14192
405,13945
405,13833
405,14078
405,13853
405,12243
405,13619
405,13837
405,393
405,13849
405,13838
405,13753
405,13746
405,13754
405,13756
405,13752
405,13764
405,13743
405,13847
405,13832
405,13943
405,12242
405,9500
405,13960
405,14194
405,13839
405,9907
405,13760
405,13947
405,14189
405,13757
405,14098
405,13842
405,13844
405,9704
405,12614
405,13957
405,12624
405,13951
405,14086
405,9717
405,13835
405,12442
405,13834
405,12338
405,12346
405,14188
405,14096
405,12666
405,9675
405,14088
405,14092
405,400
405,12617
405,13744
405,13751
405,12034
405,14085
405,13964
405,13954
405,13949
405,14090
405,13953
405,12463
405,14080
405,13762
405,12336
405,12349
405,15059
405,15060
405,15061
405,15062
405,406
405,12642
405,12663
405,12665
405,13623
405,12234
405,15063
405,15064
405,13348
405,15145
405,15147
405,12662
406,13
406,17899
406,86025
406,96372
406,103607
406,105634
406,117185
406,130963
406,154091
406,171183
406,180937
406,195613
406,213876
406,214720
406,252800
406,316091
406,501269
406,531201
406,569068
406,597261
406,597223
406,647023
406,704374
406,852432
406,881927
406,1403964
407,13
407,9495
407,9548
407,9563
407,9545
407,9496
407,9547
407,9549
407,9644
407,9659
407,9749
407,400
407,9486
407,9560
407,9672
407,9650
407,9546
407,9544
407,9501
407,9483
407,9670
407,9674
407,9489
407,9540
407,9747
407,9724
407,9666
407,405
407,9657
407,9557
407,9709
407,9719
407,9647
407,9662
407,9652
407,9664
407,9542
407,9481
407,9552
407,9553
407,9703
407,9704
407,9707
407,9675
407,9696
407,9717
407,9711
407,9541
407,9551
407,9700
407,9502
407,414
407,9676
407,9673
407,9722
407,9746
407,5960
407,9550
407,9543
407,9748
407,9721
407,9702
407,10028
407,10029
407,10030
407,10031
407,10032
407,10033
407,10034
407,10035
408,13
408,394
408,10208
408,424
408,10142
408,10143
408,391
408,1832
408,10138
408,9883
408,9881
408,10137
408,10141
408,9383
408,10146
408,10155
408,10139
408,10157
408,10148
408,10140
408,10153
408,370
408,9891
408,10150
408,10457
408,226
408,10458
408,10459
408,10460
408,227
408,10461
408,10462
409,13
409,396
409,7608
409,1551522
410,13
411,13
411,392
411,10962
411,401
411,11195
411,11194
411,8747
411,11247
411,11049
411,11056
411,11197
411,11198
411,9090
411,11196
411,9076
411,11204
411,11203
411,11201
411,10857
411,10003
411,11043
411,10955
411,10859
411,10970
411,10860
411,10849
411,10855
411,10866
411,10861
411,11044
411,10972
411,10957
411,10865
411,10871
411,11046
411,11054
411,11053
411,10961
411,8596
411,11202
411,11036
411,4997
411,11061
411,10966
411,7610
411,11189
411,10960
411,11057
411,8998
411,11062
411,11191
411,11190
411,10858
411,11200
411,11059
411,10873
411,9087
411,11047
411,11060
411,10869
411,10986
411,11055
411,10969
411,11051
411,4078
411,10964
411,10867
411,10965
411,10963
411,11199
411,11536
411,6500
411,8741
411,11537
411,11538
411,11539
411,11540
411,11541
412,13
412,397
412,11764
412,11761
412,11693
412,11702
412,11696
412,11695
412,11756
412,11685
412,11688
412,11758
412,11689
412,11691
412,11692
412,11703
412,11701
412,11773
412,11699
412,11753
412,11698
412,11759
412,11754
412,11755
412,11697
412,11757
412,11760
412,11770
412,11766
412,11694
412,11768
412,11751
412,11930
412,11931
412,11932
412,10800
412,11933
412,11934
412,11935
412,11936
412,11995
412,11996
413,13
413,397
413,13391
413,13398
413,13393
413,13396
413,13394
413,10697
413,13484
413,13485
414,13
414,407
414,405
414,9500
414,9544
414,9717
414,10518
414,13844
414,45622
414,61784
414,67842
414,97176
414,101438
414,105646
414,108657
414,139851
414,144597
414,202479
414,229762
414,240350
414,242575
414,303457
414,306556
414,327462
414,394484
414,415069
414,434355
414,564865
414,566619
414,567052
414,569766
414,606641
414,612469
414,689297
414,689359
414,689353
414,787197
414,882255
414,888827
414,898572
415,16
415,13700
415,6649
415,13703
415,2910
415,6705
415,1040
415,6502
415,3316
415,13707
415,1198
415,1644
415,3038
415,6618
415,1810
415,13711
415,13713
415,13715
415,6481
415,13716
416,16
416,18
416,31
416,153
416,172
416,155
416,142
416,159
416,162
416,163
416,454
416,458
416,1041
416,1128
416,1190
416,1012
416,1101
416,1297
416,1156
416,1404
416,1028
416,1928
416,1901
416,2383
416,2903
416,2915
416,2925
416,3527
416,4793
416,4689
416,4853
416,4691
416,5255
416,5130
416,5648
416,6850
416,8226
416,10932
416,11727
416,13177
416,15272
416,15271
416,15373
416,16062
416,17027
416,17082
416,20817
416,22159
416,29970
416,31009
416,34333
416,36733
416,39894
416,55779
416,78329
416,83038
416,94607
416,130016
416,279968
416,330617
416,330563
417,16
417,14069
417,13854
417,13967
417,11349
417,14082
417,13972
417,14073
417,13958
417,13856
417,13976
417,8338
417,12195
417,13863
417,13841
417,13850
417,5014
417,14074
417,13861
417,13968
417,419
417,13955
417,13852
417,13952
417,4890
417,14070
417,14072
417,13970
417,14075
417,420
417,14084
417,13865
417,13974
417,14076
417,9339
417,14081
417,13956
417,13869
417,13962
417,13959
417,13975
417,14322
418,16
418,6652
418,14479
418,14577
418,14483
418,14578
418,14477
418,14473
418,14469
418,4598
418,14476
418,14470
418,14472
418,704
418,14468
418,7138
418,14480
418,14481
418,14471
418,8380
418,14475
418,14478
418,14579
418,14474
418,15935
418,15936
418,15937
418,15938
418,15939
418,15941
418,12246
418,15943
418,4217
419,16
419,157
419,158
419,417
419,2111
419,13959
419,15511
419,17272
419,17327
419,17328
419,17417
419,17419
419,17335
419,17507
419,17336
419,17509
419,17411
419,17412
419,17468
419,17257
419,17414
419,17259
419,17260
419,17262
419,17264
419,17324
419,17325
419,17416
419,17266
419,17472
419,17475
419,25834
419,245912
419,281058
420,16
420,158
420,417
420,419
420,5014
420,4890
420,7669
420,12924
420,13970
420,13972
420,13956
420,13959
420,13861
420,15773
420,21666
420,37257
420,40801
420,51866
420,99853
420,140361
420,195379
420,259902
420,262240
420,372963
420,396715
420,455744
421,16
421,158
421,8543
421,9816
421,20978
421,83906
421,97988
421,99973
421,129767
421,185669
421,242418
421,257469
421,269383
421,269485
421,332191
421,336604
421,361107
421,410497
421,504216
421,548139
421,616711
421,683959
421,803150
421,849655
421,875954
421,906305
421,951237
422,16
422,2279
422,19143
422,20334
422,35896
422,43243
422,168789
422,280382
422,653138
422,1053839
422,1209360
423,10973
423,10981
423,10880
423,10109
423,10714
423,10515
423,10116
423,10425
423,10353
423,10505
423,10184
423,10509
423,10424
423,10174
423,10431
423,4203
423,10708
423,2490
423,10709
423,10725
423,10497
423,10227
423,11023
423,2640
423,10418
423,10879
423,10978
423,10977
423,9805
423,10736
423,10710
423,6517
423,10982
423,7818
423,8645
423,10980
423,10351
423,10889
423,10870
424,283
424,408
424,11650
424,11660
424,11586
424,2939
424,11383
424,1519
424,10634
424,11375
424,9040
424,11491
424,11492
424,11496
424,8036
424,7765
424,11374
424,11652
424,8142
424,3322
424,7987
424,11380
424,11372
424,11379
424,11590
424,11479
424,6794
424,11583
424,11477
424,11744
424,1523
424,11494
424,11568
424,11381
424,6114
424,11670
424,11668
424,11493
424,11378
424,11386
424,11581
424,11657
424,11663
424,11659
424,603
424,1248
424,11488
424,11489
424,11749
424,4857
424,11569
424,11566
424,1278
424,11572
424,10633
424,11567
424,11579
424,11475
424,11377
424,11743
424,11654
424,11482
424,5704
424,12315
425,41441
425,264366
425,265265
425,269249
425,273669
425,304240
425,319567
425,351393
425,352770
425,364118
425,368018
425,595999
425,610536
425,672289
425,711076
425,669578
425,924749
426,530
426,835
426,1594
426,4521
426,5006
426,8302
426,11843
426,12991
426,13669
426,13909
426,13771
426,14046
426,13825
426,13918
426,14286
426,14186
426,14187
426,15312
426,16815
426,20281
426,22268
426,22455
426,22675
426,28053
426,36025
426,40278
426,46107
426,51573
426,58702
426,83908
426,94223
426,96860
426,100804
426,100791
426,118296
426,148853
426,156326
426,162506
426,194686
426,241963
426,297129
426,349673
426,350739
426,373196
426,782820
428,531
428,590
428,535
428,598
428,1262
428,2018
428,2357
428,4294
428,4138
428,4793
428,5192
428,5219
428,6405
428,7350
428,12062
428,11790
428,14193
428,27056
428,30358
428,32335
428,40963
428,123563
429,18
429,40
429,168
429,138
429,172
429,454
429,456
429,465
429,1297
429,1300
429,1171
429,1449
429,2156
429,2816
429,3134
429,3949
429,10714
429,11997
429,16300
429,22158
429,23096
429,22905
429,28639
429,28738
429,31544
429,36779
429,75011
429,83145
429,378770
429,427747
429,904683
430,31
430,62
430,92
430,137
430,80
430,55
430,172
430,98
430,58
430,135
430,144
430,469
430,716
430,731
430,1412
430,1246
430,1273
430,1449
430,1396
430,1571
430,1834
430,2476
430,2862
430,2818
430,2915
430,2921
430,2923
430,2925
430,3894
430,3789
430,4217
430,4811
430,11352
430,12532
430,16562
430,19274
430,21304
430,22918
430,23286
430,23718
430,23802
430,25030
430,26098
430,26449
430,36469
430,41991
430,47902
431,62
431,123
431,168
431,113
431,156
431,91
431,453
431,469
431,450
431,487
431,724
431,729
431,832
431,732
431,1012
431,1106
431,1532
431,1503
431,1477
431,1564
431,1505
431,1492
431,1440
431,1733
431,1664
431,1546
431,2358
431,2231
431,2476
431,2861
431,2914
431,2775
431,2978
431,2802
431,2865
431,2934
431,3896
431,5657
431,5378
431,5383
431,6104
431,6649
431,6659
431,8176
431,8951
431,10227
431,11684
431,12140
431,15531
431,16527
431,16720
431,17006
431,17189
431,18320
431,18710
431,19299
431,19745
431,20748
431,20758
431,21209
431,21313
431,21633
431,23164
431,24856
431,27678
431,28929
431,29947
431,30401
431,51160
431,64008
431,63944
431,78890
431,108529
431,290651
432,63
432,68
432,1023
432,1419
432,2090
432,1874
432,2313
432,2317
432,1890
432,2320
432,2205
432,2173
432,7625
432,11084
432,13369
432,13442
432,13384
432,13446
432,13379
432,13534
432,13448
432,13535
432,13470
432,13436
432,13568
432,13536
432,13453
432,13440
432,13570
432,13572
432,19911
432,29031
432,31744
432,45460
433,25
433,746
433,853
433,1543
433,1621
433,2653
433,2656
433,3824
433,4468
433,4811
433,7354
433,7661
433,7769
433,8417
433,9602
433,15557
433,16726
433,17848
433,25033
433,25760
433,26898
433,27477
433,27905
433,28253
433,29208
433,30807
433,31548
433,32458
433,32733
433,50988
433,63894
433,114100
433,135204
434,27
434,14002
434,13892
434,14118
434,13996
434,539
434,14121
434,14127
434,14107
434,14111
434,13998
434,14124
434,8627
434,13864
434,13889
434,14122
434,13887
434,14007
434,13874
434,13876
434,13881
434,13877
434,13868
434,3247
434,13878
434,14196
434,13997
434,11172
434,13993
434,14116
434,13704
434,14001
434,14004
434,14113
434,14009
434,14120
434,2352
434,14195
434,667
434,14114
434,14005
434,14106
434,13210
434,14008
434,3943
434,533
434,14193
434,13995
434,4987
434,14006
434,14117
434,14000
434,14011
434,14344
434,13502
434,14448
434,14449
434,14450
434,14451
434,14452
434,14542
434,14544
434,14545
434,14547
434,14549
434,14550
434,14552
434,3886
434,14554
434,14556
434,14558
434,14559
434,14561
434,14563
434,14565
434,14566
434,2178
434,14567
434,14568
434,14569
435,80888
435,501236
435,864279
435,873621
436,15006
436,15014
436,15013
436,15015
436,17
436,14171
436,15017
436,15008
436,15091
436,15073
436,15003
436,15082
436,15094
436,15080
436,12082
436,15011
436,15012
436,2800
436,15076
436,13115
436,15078
436,15097
436,14853
436,15016
436,15001
436,15085
436,15005
436,15074
436,15088
436,14208
436,15275
436,15276
436,15277
436,15278
436,15279
436,15280
436,15281
436,438
437,10655
437,10657
437,10773
437,10804
437,10819
437,10820
437,10808
437,10781
437,10896
437,10810
437,10897
437,10769
437,10812
437,10813
437,10771
437,10902
437,10891
437,193913
438,437
438,441
438,179202
438,204097
438,221695
438,229457
438,387661
438,399402
438,791039
438,1060500
438,1102559
439,1673
439,5103
439,15082
439,41889
439,41890
439,113709
439,181209
440,441
440,32810
440,113307
440,113762
440,373213
440,405352
440,580217
441,11422
441,11425
441,11497
441,17
441,11416
441,11417
441,11418
441,438
441,11499
441,11419
441,11428
441,11429
441,11415
441,440
441,11420
441,10810
441,11426
441,11603
441,11604
441,11605
441,11762
442,261
442,11877
442,17
442,11954
442,11878
442,11866
442,11939
442,11938
442,11881
442,11940
442,11880
442,11865
442,11952
442,11870
442,11873
442,11947
442,443
442,11867
442,11871
442,11879
442,11876
442,11945
442,11937
442,11875
442,11941
442,11956
442,11872
442,11874
442,11959
442,11869
442,11963
442,11949
442,11864
442,11961
442,12126
442,12127
442,12128
442,12129
442,6211
442,12131
442,12250
442,12251
442,12252
442,12253
442,12254
442,12255
442,7904
442,12256
442,12257
443,442
443,12577
443,12484
443,12699
443,12693
443,12695
443,12587
443,12595
443,12589
443,12590
443,12684
443,12488
443,12487
443,12672
443,12592
443,12701
443,12594
443,12676
443,12778
443,12673
443,12776
443,12458
443,12689
443,12472
443,12486
443,12470
443,12482
443,12697
443,12599
443,12490
443,12491
443,12777
443,11961
443,12703
443,12600
443,12779
443,12780
443,12583
443,12581
443,12475
443,12781
443,12588
443,12603
443,12685
443,1480
443,12593
443,12591
443,12461
443,12597
443,12670
443,12680
443,12682
443,12671
443,12678
443,12489
443,12969
443,12970
443,12971
443,12972
443,12973
443,14108
443,5729
443,14110
443,14112
443,14115
444,4739
444,25570
444,121102
444,139554
444,218779
444,220755
444,222007
444,230731
444,281503
444,348919
444,373213
444,591347
444,769127
444,795911
444,1150241
444,1343243
444,1509263
445,14358
445,14355
445,14417
445,14356
445,14359
445,14354
445,1673
445,14523
445,14525
445,14527
445,14528
446,14635
446,10856
446,14692
446,14693
446,14694
447,14790
447,14391
447,14852
447,14768
447,14848
447,14781
447,14838
447,14775
447,14785
447,14787
447,14779
447,14783
447,14845
447,14846
447,14849
447,14854
447,14855
447,14850
447,14777
447,14791
447,14793
447,14834
447,14842
447,14851
447,16198
447,10807
447,16201
447,16203
447,16204
447,16206
447,16207
447,16208
447,16209
447,16210
447,6015
448,18
448,582
448,1886
